Landsat Scene Identifier,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir Off Nadir,Full or Partial Scene,Data Category,Bias Parameter File Name OLI,Bias Parameter File Name TIRS,Calibration Parameter File,RLUT File Name,Roll Angle,Station Identifier,Day/Night,Data Type Level 1,Sensor Identifier,Date Acquired,Start Time,Stop Time,Image Quality,Scene Cloud Cover,Sun Elevation,Sun Azimuth,Geometric RMSE Model X,Geometric RMSE Model Y,Ground Control Points Model,Ground Control Points Version,Browse Exists,Processing Software Version,Center Latitude,Center Longitude,NW Corner Lat,NW Corner Long,NE Corner Lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
LC80210282015047LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20150216143355_20150216165811.01,LT8BPF20150201000000_20150228235959.02,L8CPF20150101_20150302.03,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/02/16,2015:047:16:21:05.2897730,2015:047:16:21:37.0597690,9,31.73,28.61581092,155.4449845,5.916,6.861,160,2,Y,LPGS_2.5.0,46°01'46.63"N,83°44'58.24"W,47°05'33.18"N,84°38'57.70"W,46°39'34.52"N,82°13'10.27"W,44°57'01.37"N,82°53'23.17"W,45°22'43.50"N,85°14'48.98"W,46.02962,-83.74951,47.09255,-84.64936,46.65959,-82.21952,44.95038,-82.88977,45.37875,-85.24694,LC80210282015047LGN00,LC80210282015047LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282015047LGN00
LC80220272015022LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150122162131_20150122170542.01,LT8BPF20150106000000_20150131235959.03,L8CPF20150101_20150302.03,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/01/22,2015:022:16:27:00.7786230,2015:022:16:27:32.5486190,9,51.93,20.52875671,159.06039489,6.291,6.354,91,2,Y,LPGS_2.5.0,47°26'57.34"N,84°44'59.39"W,48°30'51.98"N,85°40'06.06"W,48°04'25.14"N,83°10'25.25"W,46°22'03.04"N,83°52'27.59"W,46°48'10.58"N,86°17'27.74"W,47.44926,-84.74983,48.51444,-85.66835,48.07365,-83.17368,46.36751,-83.87433,46.80294,-86.29104,LC80220272015022LGN00,LC80220272015022LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015022LGN00
LC80220272015006LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20150106144531_20150106170612.01,LT8BPF20150106000000_20150131235959.03,L8CPF20150101_20150302.03,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2015/01/06,2015:006:16:27:06.6621380,2015:006:16:27:38.4321350,9,70.8,18.11861616,161.2029543,8.398,8.235,32,2,Y,LPGS_2.5.0,47°26'57.34"N,84°45'06.05"W,48°30'52.09"N,85°40'12.11"W,48°04'24.78"N,83°10'31.58"W,46°22'02.93"N,83°52'34.68"W,46°48'10.91"N,86°17'34.58"W,47.44926,-84.75168,48.51447,-85.67003,48.07355,-83.17544,46.36748,-83.8763,46.80303,-86.29294,LC80220272015006LGN00,LC80220272015006LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272015006LGN00
LC80210272014364LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20141230143943_20141230170000.01,LT8BPF20141222180001_20150106000000.02,L8CPF20141219_20141231.10,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/12/30,2014:364:16:20:54.6017850,2014:364:16:21:26.3717810,9,15.22,17.6471802,162.13136463,5.47,5.462,60,2,Y,LPGS_2.5.0,47°26'56.22"N,83°11'35.70"W,48°30'51.08"N,84°06'41.51"W,48°04'23.56"N,81°37'01.02"W,46°22'01.63"N,82°19'04.58"W,46°48'09.83"N,84°44'04.42"W,47.44895,-83.19325,48.51419,-84.11153,48.07321,-81.61695,46.36712,-82.31794,46.80273,-84.73456,LC80210272014364LGN00,LC80210272014364LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014364LGN00
LC80210282014364LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20141230143943_20141230170000.01,LT8BPF20141222180001_20150106000000.02,L8CPF20141219_20141231.10,L8RLUT20130211_20150302v10.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/12/30,2014:364:16:21:18.4843500,2014:364:16:21:50.2543460,9,65.1,18.90260888,161.57230779,5.938,7.712,39,2,Y,LPGS_2.5.0,46°01'46.31"N,83°43'52.36"W,47°05'33.29"N,84°37'50.63"W,46°39'33.52"N,82°12'03.89"W,44°57'00.68"N,82°52'18.48"W,45°22'43.86"N,85°13'43.61"W,46.02953,-83.73121,47.09258,-84.63073,46.65931,-82.20108,44.95019,-82.8718,45.37885,-85.22878,LC80210282014364LGN00,LC80210282014364LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014364LGN00
LC80210282014332LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20141128161558_20141128170010.01,LT8BPF20141128161204_20141128170104.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/28,2014:332:16:21:28.4495000,2014:332:16:22:00.2194960,9,86.4,21.37331285,164.68808274,18.07,29.687,-1,2,Y,LPGS_2.4.0,46°01'47.78"N,83°44'50.03"W,47°05'34.94"N,84°38'48.84"W,46°39'34.31"N,82°13'00.30"W,44°57'01.94"N,82°53'15.61"W,45°22'45.98"N,85°14'42.50"W,46.02994,-83.74723,47.09304,-84.6469,46.65953,-82.21675,44.95054,-82.88767,45.37944,-85.24514,LC80210282014332LGN00,LC80210282014332LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014332LGN00
LC80210272014332LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20141128161558_20141128170010.01,LT8BPF20141128161204_20141128170104.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/28,2014:332:16:21:04.5711710,2014:332:16:21:36.3411670,9,43.1,20.08048887,165.25599984,6.184,5.676,-1,2,Y,LPGS_2.4.0,47°26'56.47"N,83°12'33.12"W,48°30'51.44"N,84°07'39.61"W,48°04'23.05"N,81°37'57.32"W,46°22'01.70"N,82°20'01.43"W,46°48'10.73"N,84°45'03.02"W,47.44902,-83.2092,48.51429,-84.12767,48.07307,-81.63259,46.36714,-82.33373,46.80298,-84.75084,LC80210272014332LGN00,LC80210272014332LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014332LGN00
LC80220272014323LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20141119144250_20141119180037.01,LT8BPF20141119161749_20141119184606.02,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/19,2014:323:16:27:13.6336190,2014:323:16:27:45.4036150,9,61.45,21.98403245,165.54441274,7.531,8.569,-1,2,Y,LPGS_2.4.0,47°26'56.04"N,84°44'24.54"W,48°30'51.23"N,85°39'29.48"W,48°04'22.84"N,83°09'49.54"W,46°22'01.16"N,83°51'54.36"W,46°48'10.26"N,86°16'53.72"W,47.4489,-84.74015,48.51423,-85.65819,48.07301,-83.16376,46.36699,-83.8651,46.80285,-86.28159,LC80220272014323LGN00,LC80220272014323LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014323LGN00
LC80210272014316LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20141112143556_20141112170012.01,LT8BPF20141112143202_20141112170106.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/12,2014:316:16:21:06.5849530,2014:316:16:21:38.3549500,9,54.67,23.76022258,165.52218504,6.399,5.446,-1,2,Y,LPGS_2.4.0,47°26'57.37"N,83°12'35.50"W,48°30'52.56"N,84°07'40.73"W,48°04'24.13"N,81°38'00.24"W,46°22'02.39"N,82°20'04.92"W,46°48'11.48"N,84°45'04.82"W,47.44927,-83.20986,48.5146,-84.12798,48.07337,-81.6334,46.36733,-82.3347,46.80319,-84.75134,LC80210272014316LGN00,LC80210272014316LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014316LGN00
LC80210282014316LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20141112143556_20141112170012.01,LT8BPF20141112143202_20141112170106.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/12,2014:316:16:21:30.4717550,2014:316:16:22:02.2417510,9,54.02,25.0562996,164.90669865,6.45,6.379,-1,2,Y,LPGS_2.4.0,46°01'46.67"N,83°44'53.52"W,47°05'34.04"N,84°38'51.25"W,46°39'33.41"N,82°13'04.51"W,44°57'00.72"N,82°53'20.33"W,45°22'44.80"N,85°14'45.53"W,46.02963,-83.7482,47.09279,-84.64757,46.65928,-82.21792,44.9502,-82.88898,45.37911,-85.24598,LC80210282014316LGN00,LC80210282014316LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014316LGN00
LC80220272014307LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20141103152728_20141103170622.01,LT8BPF20141103161617_20141103170715.02,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/11/03,2014:307:16:27:15.9478750,2014:307:16:27:47.7178710,9,17.28,26.35686485,165.16158781,6.218,6.892,-1,2,Y,LPGS_2.4.0,47°26'57.19"N,84°44'40.27"W,48°30'52.42"N,85°39'45.07"W,48°04'23.59"N,83°10'04.69"W,46°22'02.10"N,83°52'09.98"W,46°48'11.59"N,86°17'09.78"W,47.44922,-84.74452,48.51456,-85.66252,48.07322,-83.16797,46.36725,-83.86944,46.80322,-86.28605,LC80220272014307LGN00,LC80220272014307LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014307LGN00
LC80220272014291LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20141018144207_20141018170623.01,LT8BPF20141018143813_20141018170717.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/18,2014:291:16:27:17.8403690,2014:291:16:27:49.6103650,9,78.22,31.61365215,163.57308197,9.495,9.225,-1,2,Y,LPGS_2.4.0,47°26'57.19"N,84°45'04.61"W,48°30'52.60"N,85°40'09.55"W,48°04'23.41"N,83°10'28.67"W,46°22'02.03"N,83°52'34.32"W,46°48'11.84"N,86°17'34.58"W,47.44922,-84.75128,48.51461,-85.66932,48.07317,-83.17463,46.36723,-83.8762,46.80329,-86.29294,LC80220272014291LGN00,LC80220272014291LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014291LGN00
LC80210282014284LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20141011161336_20141011165947.01,LT8BPF20141011160942_20141011170040.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/11,2014:284:16:21:29.3292540,2014:284:16:22:01.0992500,9,26.82,35.33219862,161.68069056,7.037,6.958,-1,2,Y,LPGS_2.4.0,46°01'46.74"N,83°44'19.86"W,47°05'34.26"N,84°38'17.63"W,46°39'32.72"N,82°12'29.99"W,44°57'00.47"N,82°52'46.67"W,45°22'45.37"N,85°14'12.73"W,46.02965,-83.73885,47.09285,-84.63823,46.65909,-82.20833,44.95013,-82.87963,45.37927,-85.23687,LC80210282014284LGN00,LC80210282014284LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014284LGN00
LC80210272014284LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20141011161336_20141011165947.01,LT8BPF20141011160942_20141011170040.01,L8CPF20141001_20141231.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/10/11,2014:284:16:21:05.4466890,2014:284:16:21:37.2166850,9,29.43,34.07404504,162.50060945,5.721,5.726,-1,2,Y,LPGS_2.4.0,47°26'56.26"N,83°12'01.55"W,48°30'51.66"N,84°07'06.78"W,48°04'22.37"N,81°37'25.43"W,46°22'01.06"N,82°19'30.94"W,46°48'10.98"N,84°44'31.70"W,47.44896,-83.20043,48.51435,-84.11855,48.07288,-81.62373,46.36696,-82.32526,46.80305,-84.74214,LC80210272014284LGN00,LC80210272014284LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014284LGN00
LC80210272014268LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140925161018_20140925183633.01,LT8BPF20140925160624_20140925165833.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/09/25,2014:268:16:20:57.8214070,2014:268:16:21:29.5914030,9,29.39,39.80572773,159.28090675,5.539,5.753,-1,2,Y,LPGS_2.4.0,47°26'56.47"N,83°10'16.50"W,48°30'52.13"N,84°05'21.19"W,48°04'22.44"N,81°35'40.20"W,46°22'01.13"N,82°17'46.39"W,46°48'11.45"N,84°42'46.80"W,47.44902,-83.17125,48.51448,-84.08922,48.0729,-81.5945,46.36698,-82.29622,46.80318,-84.713,LC80210272014268LGN00,LC80210272014268LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014268LGN00
LC80210282014268LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140925161018_20140925183633.01,LT8BPF20140925160624_20140925165833.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/09/25,2014:268:16:21:21.7039720,2014:268:16:21:53.4739680,9,13.72,41.01997135,158.28495037,6.276,6.771,-1,2,Y,LPGS_2.4.0,46°01'47.03"N,83°42'35.42"W,47°05'34.76"N,84°36'32.69"W,46°39'32.87"N,82°10'45.37"W,44°57'00.58"N,82°51'02.63"W,45°22'45.88"N,85°12'28.40"W,46.02973,-83.70984,47.09299,-84.60908,46.65913,-82.17927,44.95016,-82.85073,45.37941,-85.20789,LC80210282014268LGN00,LC80210282014268LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014268LGN00
LC80220272014259LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140916161520_20140916170241.01,LT8BPF20140916161126_20140916170335.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/09/16,2014:259:16:27:11.6970600,2014:259:16:27:43.4670560,9,18.39,42.9848894,157.07651521,6.336,6.056,-1,2,Y,LPGS_2.4.0,47°26'57.16"N,84°44'03.37"W,48°30'52.92"N,85°39'06.59"W,48°04'23.56"N,83°09'27.97"W,46°22'01.81"N,83°51'34.52"W,46°48'11.77"N,86°16'32.59"W,47.44921,-84.73427,48.5147,-85.65183,48.07321,-83.15777,46.36717,-83.85959,46.80327,-86.27572,LC80220272014259LGN00,LC80220272014259LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014259LGN00
LC80210282014252LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140909143150_20140909165543.01,LT8BPF20140909142756_20140909165636.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/09/09,2014:252:16:21:25.2708780,2014:252:16:21:57.0408740,9,27.37,46.54070934,153.98366912,6.072,6.819,-1,2,Y,LPGS_2.4.0,46°01'46.34"N,83°43'57.50"W,47°05'34.30"N,84°37'53.58"W,46°39'32.40"N,82°12'08.24"W,44°56'59.71"N,82°52'25.93"W,45°22'45.01"N,85°13'49.80"W,46.02954,-83.73264,47.09286,-84.63155,46.659,-82.20229,44.94992,-82.87387,45.37917,-85.2305,LC80210282014252LGN00,LC80210282014252LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014252LGN00
LC80210272014252LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140909143150_20140909165543.01,LT8BPF20140909142756_20140909165636.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/09/09,2014:252:16:21:01.3798410,2014:252:16:21:33.1498370,9,22.12,45.38729918,155.21505989,5.799,5.402,-1,2,Y,LPGS_2.4.0,47°26'57.73"N,83°11'37.46"W,48°30'53.46"N,84°06'40.75"W,48°04'23.74"N,81°37'01.70"W,46°22'02.28"N,82°19'08.58"W,46°48'12.60"N,84°44'07.12"W,47.44937,-83.19374,48.51485,-84.11132,48.07326,-81.61714,46.3673,-82.31905,46.8035,-84.73531,LC80210272014252LGN00,LC80210272014252LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014252LGN00
LC80220272014243LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140831161318_20140831163706.01,LT8BPF20140831160924_20140831163800.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/08/31,2014:243:16:27:09.3384700,2014:243:16:27:41.1084660,9,74.21,48.33740592,152.70362715,6.002,5.637,-1,1,Y,LPGS_2.3.0,47°26'56.40"N,84°44'04.81"W,48°30'52.13"N,85°39'08.35"W,48°04'22.40"N,83°09'29.12"W,46°22'00.91"N,83°51'35.93"W,46°48'11.27"N,86°16'34.61"W,47.449,-84.73467,48.51448,-85.65232,48.07289,-83.15809,46.36692,-83.85998,46.80313,-86.27628,LC80220272014243LGN00,LC80220272014243LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014243LGN00
LC80210282014236LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140824160706_20140824163118.01,LT8BPF20140824160312_20140824163212.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/08/24,2014:236:16:21:21.3743270,2014:236:16:21:53.1443230,9,57.82,51.58347018,149.20450204,6.667,6.961,-1,1,Y,LPGS_2.3.0,46°01'47.53"N,83°43'41.70"W,47°05'35.63"N,84°37'37.78"W,46°39'33.26"N,82°11'51.94"W,44°57'00.86"N,82°52'10.27"W,45°22'46.60"N,85°13'34.54"W,46.02987,-83.72825,47.09323,-84.62716,46.65924,-82.19776,44.95024,-82.86952,45.37961,-85.22626,LC80210282014236LGN00,LC80210282014236LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014236LGN00
LC80210272014236LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140824160706_20140824163118.01,LT8BPF20140824160312_20140824163212.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/08/24,2014:236:16:20:57.4917620,2014:236:16:21:29.2617580,9,49.01,50.50549428,150.72595222,5.998,5.764,-1,1,Y,LPGS_2.3.0,47°26'57.05"N,83°11'21.98"W,48°30'52.99"N,84°06'25.38"W,48°04'22.84"N,81°36'45.90"W,46°22'01.49"N,82°18'53.24"W,46°48'12.28"N,84°43'52.21"W,47.44918,-83.18944,48.51472,-84.10705,48.07301,-81.61275,46.36708,-82.31479,46.80341,-84.73117,LC80210272014236LGN00,LC80210272014236LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014236LGN00
LC80220272014227LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140815161117_20140815163704.01,LT8BPF20140815160723_20140815163758.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/08/15,2014:227:16:27:07.4542320,2014:227:16:27:39.2242280,9,1.48,53.08774736,148.23771952,4.734,4.658,-1,1,Y,LPGS_2.3.0,47°26'57.19"N,84°44'27.46"W,48°30'52.96"N,85°39'31.25"W,48°04'22.76"N,83°09'51.19"W,46°22'01.67"N,83°51'58.43"W,46°48'12.46"N,86°16'57.86"W,47.44922,-84.74096,48.51471,-85.65868,48.07299,-83.16422,46.36713,-83.86623,46.80346,-86.28274,LC80220272014227LGN00,LC80220272014227LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014227LGN00
LC80210272014220LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140808160416_20140808163116.01,LT8BPF20140808160022_20140808163209.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/08/08,2014:220:16:20:54.7309960,2014:220:16:21:26.5009920,9,1.66,54.92044038,146.4233279,5.428,6.069,-1,1,Y,LPGS_2.3.0,47°26'56.11"N,83°11'38.65"W,48°30'52.20"N,84°06'42.44"W,48°04'21.54"N,81°37'01.92"W,46°22'00.37"N,82°19'09.52"W,46°48'11.63"N,84°44'09.49"W,47.44892,-83.19407,48.5145,-84.11179,48.07265,-81.6172,46.36677,-82.31931,46.80323,-84.73597,LC80210272014220LGN00,LC80210272014220LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014220LGN00
LC80210282014220LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140808160416_20140808163116.01,LT8BPF20140808160022_20140808163209.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/08/08,2014:220:16:21:18.6135610,2014:220:16:21:50.3835570,9,11.6,55.91939129,144.57639094,6.203,6.757,-1,1,Y,LPGS_2.3.0,46°01'46.85"N,83°43'58.73"W,47°05'34.94"N,84°37'55.09"W,46°39'32.04"N,82°12'08.24"W,44°57'00.07"N,82°52'26.87"W,45°22'46.31"N,85°13'52.21"W,46.02968,-83.73298,47.09304,-84.63197,46.6589,-82.20229,44.95002,-82.87413,45.37953,-85.23117,LC80210282014220LGN00,LC80210282014220LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014220LGN00
LC80220272014211LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140730160935_20140730163658.01,LT8BPF20140730160541_20140730163751.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/07/30,2014:211:16:27:00.6945890,2014:211:16:27:32.4645850,9,76.29,57.02064251,144.37020263,8.758,9.314,-1,1,Y,LPGS_2.3.0,47°26'56.51"N,84°43'49.40"W,48°30'52.42"N,85°38'53.38"W,48°04'21.79"N,83°09'12.56"W,46°22'00.77"N,83°51'20.02"W,46°48'12.02"N,86°16'20.24"W,47.44903,-84.73039,48.51456,-85.64816,48.07272,-83.15349,46.36688,-83.85556,46.80334,-86.27229,LC80220272014211LGN00,LC80220272014211LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014211LGN00
LC80210272014204LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140723150523_20140723163106.01,LT8BPF20140723155925_20140723163159.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/07/23,2014:204:16:20:45.2772200,2014:204:16:21:17.0472160,9,56.29,58.44155795,143.07794043,6.052,6.097,-1,1,Y,LPGS_2.3.0,47°26'56.87"N,83°10'27.16"W,48°30'52.92"N,84°05'30.30"W,48°04'22.12"N,81°35'50.50"W,46°22'01.13"N,82°17'58.52"W,46°48'12.46"N,84°42'57.82"W,47.44913,-83.17421,48.5147,-84.09175,48.07281,-81.59736,46.36698,-82.29959,46.80346,-84.71606,LC80210272014204LGN00,LC80210272014204LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014204LGN00
LC80210282014204LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140723150523_20140723163106.01,LT8BPF20140723155925_20140723163159.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/07/23,2014:204:16:21:09.1597850,2014:204:16:21:40.9297810,9,23.81,59.37431528,140.91428889,6.287,7.075,-1,1,Y,LPGS_2.3.0,46°01'47.60"N,83°42'47.34"W,47°05'35.74"N,84°36'43.38"W,46°39'32.80"N,82°10'57.18"W,44°57'00.68"N,82°51'15.91"W,45°22'46.99"N,85°12'40.64"W,46.02989,-83.71315,47.09326,-84.61205,46.65911,-82.18255,44.95019,-82.85442,45.37972,-85.21129,LC80210282014204LGN00,LC80210282014204LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014204LGN00
LC80220272014195LGN00, 022, 027, 022, 027,NADIR,FULL,NOMINAL,LO8BPF20140714161552_20140714163653.01,LT8BPF20140714161158_20140714163746.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/07/14,2014:195:16:26:55.7238010,2014:195:16:27:27.4937970,9,17.01,59.95708296,141.90165021,5.134,5.076,-1,1,Y,LPGS_2.3.0,47°26'56.72"N,84°43'51.49"W,48°30'52.70"N,85°38'54.49"W,48°04'22.01"N,83°09'14.90"W,46°22'00.95"N,83°51'22.79"W,46°48'12.20"N,86°16'21.86"W,47.44909,-84.73097,48.51464,-85.64847,48.07278,-83.15414,46.36693,-83.85633,46.80339,-86.27274,LC80220272014195LGN00,LC80220272014195LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80220272014195LGN00
LC80210272014188LGN00, 021, 027, 021, 027,NADIR,FULL,NOMINAL,LO8BPF20140707160229_20140707163104.01,LT8BPF20140707155835_20140707163157.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/07/07,2014:188:16:20:42.8786330,2014:188:16:21:14.6486290,9,61.24,60.87404409,141.42431445,6.282,6.178,-1,1,Y,LPGS_2.3.0,47°26'56.15"N,83°11'15.18"W,48°30'52.20"N,84°06'18.40"W,48°04'21.40"N,81°36'38.63"W,46°22'00.30"N,82°18'46.62"W,46°48'11.70"N,84°43'45.88"W,47.44893,-83.18755,48.5145,-84.10511,48.07261,-81.61073,46.36675,-82.31295,46.80325,-84.72941,LC80210272014188LGN00,LC80210272014188LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210272014188LGN00
LC80210282014188LGN00, 021, 028, 021, 028,NADIR,FULL,NOMINAL,LO8BPF20140707160229_20140707163104.01,LT8BPF20140707155835_20140707163157.01,L8CPF20140701_20140930.01,L8RLUT20130211_20431231v09.h5,-.001,LGN,DAY,L1T,OLI_TIRS,2014/07/07,2014:188:16:21:06.7611980,2014:188:16:21:38.5311950,9,18.91,61.77192911,139.01949258,6.692,6.972,-1,1,Y,LPGS_2.3.0,46°01'46.85"N,83°43'35.65"W,47°05'35.09"N,84°37'31.37"W,46°39'32.11"N,82°11'45.28"W,44°56'59.86"N,82°52'04.33"W,45°22'46.24"N,85°13'29.03"W,46.02968,-83.72657,47.09308,-84.62538,46.65892,-82.19591,44.94996,-82.86787,45.37951,-85.22473,LC80210282014188LGN00,LC80210282014188LGN00,http://earthexplorer.usgs.gov/download/options/8704/LC80210282014188LGN00
